State,Declaration Type,MONTH,YEAR
New Mexico,Fire Management Assistance Declaration,5,1974
New Mexico,Emergency Declaration,3,1977
New Mexico,Fire Management Assistance Declaration,6,1977
New Mexico,Major Disaster Declaration,6,1979
New Mexico,Major Disaster Declaration,1,1979
New Mexico,Major Disaster Declaration,10,1983
New Mexico,Major Disaster Declaration,9,1984
New Mexico,Major Disaster Declaration,1,1985
New Mexico,Major Disaster Declaration,6,1992
New Mexico,Major Disaster Declaration,6,1993
New Mexico,Fire Management Assistance Declaration,5,1996
New Mexico,Emergency Declaration,7,1998
New Mexico,Fire Management Assistance Declaration,6,1998
New Mexico,Major Disaster Declaration,1,1998
New Mexico,Major Disaster Declaration,9,1999
New Mexico,Emergency Declaration,5,2000
New Mexico,Fire Management Assistance Declaration,6,2000
New Mexico,Fire Management Assistance Declaration,5,2000
New Mexico,Fire Management Assistance Declaration,5,2000
New Mexico,Fire Management Assistance Declaration,5,2000
New Mexico,Fire Management Assistance Declaration,4,2000
New Mexico,Major Disaster Declaration,5,2000
New Mexico,Fire Management Assistance Declaration,6,2001
New Mexico,Fire Management Assistance Declaration,8,2002
New Mexico,Fire Management Assistance Declaration,6,2002
New Mexico,Fire Management Assistance Declaration,6,2002
New Mexico,Fire Management Assistance Declaration,6,2002
New Mexico,Fire Management Assistance Declaration,6,2002
New Mexico,Fire Management Assistance Declaration,5,2002
New Mexico,Fire Management Assistance Declaration,5,2002
New Mexico,Fire Management Assistance Declaration,5,2002
New Mexico,Fire Management Assistance Declaration,3,2002
New Mexico,Fire Management Assistance Declaration,6,2003
New Mexico,Fire Management Assistance Declaration,5,2003
New Mexico,Fire Management Assistance Declaration,6,2004
New Mexico,Fire Management Assistance Declaration,5,2004
New Mexico,Major Disaster Declaration,4,2004
New Mexico,Emergency Declaration,9,2005
New Mexico,Fire Management Assistance Declaration,6,2006
New Mexico,Fire Management Assistance Declaration,6,2006
New Mexico,Fire Management Assistance Declaration,4,2006
New Mexico,Fire Management Assistance Declaration,3,2006
New Mexico,Fire Management Assistance Declaration,1,2006
New Mexico,Major Disaster Declaration,8,2006
New Mexico,Fire Management Assistance Declaration,11,2007
New Mexico,Fire Management Assistance Declaration,2,2007
New Mexico,Major Disaster Declaration,4,2007
New Mexico,Fire Management Assistance Declaration,6,2008
New Mexico,Fire Management Assistance Declaration,4,2008
New Mexico,Major Disaster Declaration,8,2008
New Mexico,Fire Management Assistance Declaration,5,2009
New Mexico,Fire Management Assistance Declaration,6,2010
New Mexico,Fire Management Assistance Declaration,5,2010
New Mexico,Major Disaster Declaration,9,2010
New Mexico,Fire Management Assistance Declaration,6,2011
New Mexico,Fire Management Assistance Declaration,6,2011
New Mexico,Fire Management Assistance Declaration,6,2011
New Mexico,Fire Management Assistance Declaration,6,2011
New Mexico,Fire Management Assistance Declaration,6,2011
New Mexico,Fire Management Assistance Declaration,4,2011
New Mexico,Fire Management Assistance Declaration,4,2011
New Mexico,Fire Management Assistance Declaration,3,2011
New Mexico,Major Disaster Declaration,11,2011
New Mexico,Major Disaster Declaration,3,2011
New Mexico,Fire Management Assistance Declaration,6,2012
New Mexico,Fire Management Assistance Declaration,6,2012
New Mexico,Fire Management Assistance Declaration,6,2012
New Mexico,Fire Management Assistance Declaration,5,2012
New Mexico,Major Disaster Declaration,8,2012
New York,Major Disaster Declaration,10,1954
New York,Major Disaster Declaration,8,1955
New York,Major Disaster Declaration,3,1956
New York,Major Disaster Declaration,3,1962
New York,Major Disaster Declaration,8,1963
New York,Major Disaster Declaration,8,1965
New York,Major Disaster Declaration,10,1967
New York,Major Disaster Declaration,8,1969
New York,Major Disaster Declaration,7,1970
New York,Major Disaster Declaration,9,1971
New York,Major Disaster Declaration,6,1972
New York,Major Disaster Declaration,3,1973
New York,Major Disaster Declaration,7,1973
New York,Major Disaster Declaration,7,1974
New York,Emergency Declaration,11,1974
New York,Major Disaster Declaration,10,1975
New York,Major Disaster Declaration,3,1976
New York,Major Disaster Declaration,7,1976
New York,Major Disaster Declaration,9,1976
New York,Major Disaster Declaration,6,1976
New York,Emergency Declaration,1,1977
New York,Major Disaster Declaration,2,1977
New York,Emergency Declaration,8,1978
New York,Emergency Declaration,5,1980
New York,Major Disaster Declaration,9,1984
New York,Major Disaster Declaration,4,1984
New York,Major Disaster Declaration,3,1985
New York,Major Disaster Declaration,10,1985
New York,Major Disaster Declaration,3,1985
New York,Major Disaster Declaration,11,1987
New York,Major Disaster Declaration,5,1987
New York,Major Disaster Declaration,3,1991
New York,Major Disaster Declaration,9,1991
New York,Major Disaster Declaration,12,1992
New York,Emergency Declaration,3,1993
New York,Major Disaster Declaration,4,1993
New York,Fire Management Assistance Declaration,8,1995
New York,Major Disaster Declaration,12,1996
New York,Major Disaster Declaration,11,1996
New York,Major Disaster Declaration,1,1996
New York,Major Disaster Declaration,1,1996
New York,Major Disaster Declaration,9,1998
New York,Major Disaster Declaration,7,1998
New York,Major Disaster Declaration,6,1998
New York,Major Disaster Declaration,1,1998
New York,Emergency Declaration,9,1999
New York,Emergency Declaration,3,1999
New York,Emergency Declaration,1,1999
New York,Fire Management Assistance Declaration,8,1999
New York,Major Disaster Declaration,9,1999
New York,Emergency Declaration,12,2000
New York,Emergency Declaration,10,2000
New York,Major Disaster Declaration,7,2000
New York,Emergency Declaration,12,2001
New York,Major Disaster Declaration,9,2001
New York,Major Disaster Declaration,5,2002
New York,Major Disaster Declaration,3,2002
New York,Major Disaster Declaration,8,2003
New York,Emergency Declaration,8,2003
New York,Emergency Declaration,3,2003
New York,Emergency Declaration,2,2003
New York,Major Disaster Declaration,5,2003
New York,Emergency Declaration,3,2004
New York,Major Disaster Declaration,10,2004
New York,Major Disaster Declaration,10,2004
New York,Major Disaster Declaration,8,2004
New York,Emergency Declaration,9,2005
New York,Major Disaster Declaration,4,2005
New York,Emergency Declaration,10,2006
New York,Major Disaster Declaration,12,2006
New York,Major Disaster Declaration,10,2006
New York,Major Disaster Declaration,7,2006
New York,Major Disaster Declaration,8,2007
New York,Emergency Declaration,2,2007
New York,Major Disaster Declaration,7,2007
New York,Major Disaster Declaration,4,2007
New York,Emergency Declaration,12,2008
New York,Major Disaster Declaration,12,2009
New York,Major Disaster Declaration,9,2009
New York,Major Disaster Declaration,3,2009
New York,Major Disaster Declaration,10,2010
New York,Major Disaster Declaration,4,2010
New York,Major Disaster Declaration,6,2011
New York,Emergency Declaration,9,2011
New York,Emergency Declaration,8,2011
New York,Major Disaster Declaration,9,2011
New York,Major Disaster Declaration,8,2011
New York,Major Disaster Declaration,2,2011
New York,Emergency Declaration,10,2012
New York,Major Disaster Declaration,10,2012
North Carolina,Major Disaster Declaration,10,1954
North Carolina,Major Disaster Declaration,8,1955
North Carolina,Major Disaster Declaration,4,1956
North Carolina,Major Disaster Declaration,10,1958
North Carolina,Major Disaster Declaration,9,1960
North Carolina,Major Disaster Declaration,3,1962
North Carolina,Major Disaster Declaration,10,1964
North Carolina,Major Disaster Declaration,2,1968
North Carolina,Major Disaster Declaration,6,1973
North Carolina,Major Disaster Declaration,4,1974
North Carolina,Major Disaster Declaration,11,1977
North Carolina,Emergency Declaration,8,1977
North Carolina,Emergency Declaration,3,1977
North Carolina,Major Disaster Declaration,9,1979
North Carolina,Major Disaster Declaration,3,1984
North Carolina,Major Disaster Declaration,9,1984
North Carolina,Fire Management Assistance Declaration,5,1986
North Carolina,Major Disaster Declaration,12,1988
North Carolina,Major Disaster Declaration,9,1989
North Carolina,Major Disaster Declaration,5,1989
North Carolina,Emergency Declaration,3,1993
North Carolina,Major Disaster Declaration,9,1993
North Carolina,Major Disaster Declaration,10,1995
North Carolina,Major Disaster Declaration,9,1996
North Carolina,Major Disaster Declaration,7,1996
North Carolina,Major Disaster Declaration,2,1996
North Carolina,Major Disaster Declaration,1,1996
North Carolina,Major Disaster Declaration,3,1998
North Carolina,Major Disaster Declaration,8,1998
North Carolina,Major Disaster Declaration,1,1998
North Carolina,Emergency Declaration,9,1999
North Carolina,Emergency Declaration,9,1999
North Carolina,Major Disaster Declaration,9,1999
North Carolina,Major Disaster Declaration,9,1999
North Carolina,Major Disaster Declaration,1,2000
North Carolina,Major Disaster Declaration,12,2002
North Carolina,Major Disaster Declaration,9,2003
North Carolina,Major Disaster Declaration,3,2003
North Carolina,Major Disaster Declaration,9,2004
North Carolina,Major Disaster Declaration,9,2004
North Carolina,Emergency Declaration,9,2005
North Carolina,Emergency Declaration,9,2005
North Carolina,Major Disaster Declaration,10,2005
North Carolina,Fire Management Assistance Declaration,6,2008
North Carolina,Major Disaster Declaration,10,2008
North Carolina,Major Disaster Declaration,10,2010
North Carolina,Emergency Declaration,9,2010
North Carolina,Major Disaster Declaration,2,2010
North Carolina,Major Disaster Declaration,4,2011
North Carolina,Emergency Declaration,8,2011
North Carolina,Fire Management Assistance Declaration,7,2011
North Carolina,Major Disaster Declaration,8,2011
North Dakota,Major Disaster Declaration,6,1957
North Dakota,Major Disaster Declaration,5,1965
North Dakota,Major Disaster Declaration,7,1966
North Dakota,Major Disaster Declaration,3,1966
North Dakota,Major Disaster Declaration,4,1969
North Dakota,Major Disaster Declaration,6,1970
North Dakota,Major Disaster Declaration,6,1972
North Dakota,Major Disaster Declaration,5,1974
North Dakota,Major Disaster Declaration,7,1975
North Dakota,Major Disaster Declaration,5,1975
North Dakota,Emergency Declaration,7,1976
North Dakota,Emergency Declaration,4,1976
North Dakota,Major Disaster Declaration,4,1976
North Dakota,Major Disaster Declaration,4,1978
North Dakota,Emergency Declaration,7,1978
North Dakota,Emergency Declaration,2,1978
North Dakota,Major Disaster Declaration,4,1979
North Dakota,Major Disaster Declaration,5,1982
North Dakota,Major Disaster Declaration,5,1989
North Dakota,Major Disaster Declaration,7,1993
North Dakota,Major Disaster Declaration,7,1994
North Dakota,Major Disaster Declaration,5,1995
North Dakota,Major Disaster Declaration,6,1996
North Dakota,Major Disaster Declaration,4,1997
North Dakota,Major Disaster Declaration,1,1997
North Dakota,Major Disaster Declaration,6,1998
North Dakota,Major Disaster Declaration,6,1999
North Dakota,Major Disaster Declaration,12,2000
North Dakota,Major Disaster Declaration,6,2000
North Dakota,Major Disaster Declaration,5,2001
North Dakota,Major Disaster Declaration,9,2002
North Dakota,Major Disaster Declaration,8,2003
North Dakota,Major Disaster Declaration,5,2004
North Dakota,Emergency Declaration,4,2004
North Dakota,Major Disaster Declaration,7,2005
North Dakota,Emergency Declaration,9,2005
North Dakota,Major Disaster Declaration,11,2005
North Dakota,Major Disaster Declaration,6,2006
North Dakota,Major Disaster Declaration,1,2006
North Dakota,Major Disaster Declaration,9,2007
North Dakota,Major Disaster Declaration,9,2007
North Dakota,Major Disaster Declaration,7,2007
North Dakota,Major Disaster Declaration,3,2009
North Dakota,Emergency Declaration,3,2010
North Dakota,Major Disaster Declaration,4,2010
North Dakota,Major Disaster Declaration,4,2010
North Dakota,Major Disaster Declaration,2,2010
North Dakota,Emergency Declaration,4,2011
North Dakota,Major Disaster Declaration,5,2011
North Dakota,Major Disaster Declaration,5,2011
Ohio,Major Disaster Declaration,5,1956
Ohio,Major Disaster Declaration,1,1959
Ohio,Major Disaster Declaration,3,1964
Ohio,Major Disaster Declaration,4,1965
Ohio,Major Disaster Declaration,6,1968
Ohio,Major Disaster Declaration,5,1968
Ohio,Major Disaster Declaration,7,1969
Ohio,Major Disaster Declaration,11,1972
Ohio,Major Disaster Declaration,7,1972
Ohio,Major Disaster Declaration,4,1973
Ohio,Major Disaster Declaration,6,1973
Ohio,Major Disaster Declaration,7,1974
Ohio,Major Disaster Declaration,5,1974
Ohio,Major Disaster Declaration,4,1974
Ohio,Major Disaster Declaration,9,1975
Ohio,Emergency Declaration,2,1977
Ohio,Emergency Declaration,1,1978
Ohio,Major Disaster Declaration,8,1980
Ohio,Major Disaster Declaration,6,1981
Ohio,Major Disaster Declaration,3,1982
Ohio,Major Disaster Declaration,6,1985
Ohio,Major Disaster Declaration,7,1987
Ohio,Major Disaster Declaration,6,1989
Ohio,Major Disaster Declaration,6,1990
Ohio,Major Disaster Declaration,8,1992
Ohio,Major Disaster Declaration,8,1995
Ohio,Major Disaster Declaration,6,1996
Ohio,Major Disaster Declaration,1,1996
Ohio,Major Disaster Declaration,3,1997
Ohio,Major Disaster Declaration,6,1998
Ohio,Major Disaster Declaration,9,2000
Ohio,Major Disaster Declaration,8,2000
Ohio,Major Disaster Declaration,3,2000
Ohio,Major Disaster Declaration,8,2001
Ohio,Major Disaster Declaration,11,2002
Ohio,Major Disaster Declaration,8,2003
Ohio,Emergency Declaration,9,2003
Ohio,Major Disaster Declaration,7,2003
Ohio,Major Disaster Declaration,3,2003
Ohio,Major Disaster Declaration,1,2004
Ohio,Major Disaster Declaration,9,2004
Ohio,Major Disaster Declaration,6,2004
Ohio,Major Disaster Declaration,2,2005
Ohio,Emergency Declaration,9,2005
Ohio,Emergency Declaration,1,2005
Ohio,Major Disaster Declaration,7,2006
Ohio,Major Disaster Declaration,8,2006
Ohio,Major Disaster Declaration,8,2007
Ohio,Emergency Declaration,4,2008
Ohio,Major Disaster Declaration,10,2008
Ohio,Major Disaster Declaration,7,2011
Ohio,Emergency Declaration,6,2012
Ohio,Major Disaster Declaration,8,2012
Ohio,Major Disaster Declaration,1,2013
Oklahoma,Major Disaster Declaration,6,1955
Oklahoma,Major Disaster Declaration,4,1956
Oklahoma,Major Disaster Declaration,5,1957
Oklahoma,Major Disaster Declaration,11,1959
Oklahoma,Major Disaster Declaration,7,1959
Oklahoma,Major Disaster Declaration,7,1960
Oklahoma,Major Disaster Declaration,5,1968
Oklahoma,Major Disaster Declaration,10,1970
Oklahoma,Major Disaster Declaration,9,1971
Oklahoma,Fire Management Assistance Declaration,4,1971
Oklahoma,Major Disaster Declaration,1,1972
Oklahoma,Major Disaster Declaration,6,1973
Oklahoma,Major Disaster Declaration,12,1973
Oklahoma,Major Disaster Declaration,10,1973
Oklahoma,Major Disaster Declaration,11,1974
Oklahoma,Major Disaster Declaration,6,1974
Oklahoma,Major Disaster Declaration,3,1974
Oklahoma,Major Disaster Declaration,7,1975
Oklahoma,Major Disaster Declaration,12,1975
Oklahoma,Major Disaster Declaration,6,1976
Oklahoma,Major Disaster Declaration,4,1976
Oklahoma,Emergency Declaration,1,1977
Oklahoma,Major Disaster Declaration,4,1979
Oklahoma,Major Disaster Declaration,11,1981
Oklahoma,Major Disaster Declaration,6,1982
Oklahoma,Major Disaster Declaration,10,1983
Oklahoma,Major Disaster Declaration,6,1983
Oklahoma,Major Disaster Declaration,5,1984
Oklahoma,Major Disaster Declaration,5,1984
Oklahoma,Major Disaster Declaration,10,1986
Oklahoma,Major Disaster Declaration,7,1987
Oklahoma,Major Disaster Declaration,5,1990
Oklahoma,Major Disaster Declaration,5,1991
Oklahoma,Major Disaster Declaration,5,1993
Oklahoma,Major Disaster Declaration,4,1993
Oklahoma,Major Disaster Declaration,4,1994
Oklahoma,Major Disaster Declaration,6,1995
Oklahoma,Major Disaster Declaration,9,1995
Oklahoma,Emergency Declaration,4,1995
Oklahoma,Major Disaster Declaration,4,1995
Oklahoma,Emergency Declaration,2,1996
Oklahoma,Fire Management Assistance Declaration,4,1996
Oklahoma,Fire Management Assistance Declaration,3,1996
Oklahoma,Fire Management Assistance Declaration,3,1996
Oklahoma,Fire Management Assistance Declaration,3,1996
Oklahoma,Fire Management Assistance Declaration,2,1996
Oklahoma,Fire Management Assistance Declaration,2,1996
Oklahoma,Fire Management Assistance Declaration,2,1996
Oklahoma,Fire Management Assistance Declaration,9,1998
Oklahoma,Fire Management Assistance Declaration,9,1998
Oklahoma,Fire Management Assistance Declaration,7,1998
Oklahoma,Major Disaster Declaration,5,1999
Oklahoma,Emergency Declaration,12,2000
Oklahoma,Fire Management Assistance Declaration,9,2000
Oklahoma,Fire Management Assistance Declaration,9,2000
Oklahoma,Fire Management Assistance Declaration,9,2000
Oklahoma,Major Disaster Declaration,11,2000
Oklahoma,Major Disaster Declaration,10,2001
Oklahoma,Major Disaster Declaration,6,2001
Oklahoma,Major Disaster Declaration,1,2001
Oklahoma,Major Disaster Declaration,2,2002
Oklahoma,Fire Management Assistance Declaration,7,2003
Oklahoma,Major Disaster Declaration,5,2003
Oklahoma,Major Disaster Declaration,2,2003
Oklahoma,Emergency Declaration,9,2005
Oklahoma,Fire Management Assistance Declaration,12,2005
Oklahoma,Fire Management Assistance Declaration,12,2005
Oklahoma,Fire Management Assistance Declaration,12,2005
Oklahoma,Fire Management Assistance Declaration,12,2005
Oklahoma,Fire Management Assistance Declaration,11,2005
Oklahoma,Fire Management Assistance Declaration,11,2005
Oklahoma,Fire Management Assistance Declaration,11,2005
Oklahoma,Fire Management Assistance Declaration,4,2006
Oklahoma,Fire Management Assistance Declaration,4,2006
Oklahoma,Fire Management Assistance Declaration,4,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Fire Management Assistance Declaration,1,2006
Oklahoma,Major Disaster Declaration,4,2006
Oklahoma,Major Disaster Declaration,1,2006
Oklahoma,Major Disaster Declaration,8,2007
Oklahoma,Major Disaster Declaration,6,2007
Oklahoma,Major Disaster Declaration,8,2007
Oklahoma,Major Disaster Declaration,7,2007
Oklahoma,Emergency Declaration,12,2007
Oklahoma,Emergency Declaration,1,2007
Oklahoma,Major Disaster Declaration,12,2007
Oklahoma,Major Disaster Declaration,2,2007
Oklahoma,Major Disaster Declaration,2,2007
Oklahoma,Major Disaster Declaration,10,2008
Oklahoma,Major Disaster Declaration,5,2008
Oklahoma,Major Disaster Declaration,5,2008
Oklahoma,Major Disaster Declaration,5,2008
Oklahoma,Fire Management Assistance Declaration,6,2008
Oklahoma,Fire Management Assistance Declaration,3,2008
Oklahoma,Fire Management Assistance Declaration,2,2008
Oklahoma,Major Disaster Declaration,7,2008
Oklahoma,Emergency Declaration,6,2009
Oklahoma,Fire Management Assistance Declaration,4,2009
Oklahoma,Fire Management Assistance Declaration,4,2009
Oklahoma,Fire Management Assistance Declaration,4,2009
Oklahoma,Fire Management Assistance Declaration,4,2009
Oklahoma,Fire Management Assistance Declaration,4,2009
Oklahoma,Fire Management Assistance Declaration,3,2009
Oklahoma,Major Disaster Declaration,6,2009
Oklahoma,Major Disaster Declaration,2,2009
Oklahoma,Major Disaster Declaration,2,2009
Oklahoma,Major Disaster Declaration,7,2010
Oklahoma,Major Disaster Declaration,5,2010
Oklahoma,Emergency Declaration,1,2010
Oklahoma,Major Disaster Declaration,3,2010
Oklahoma,Major Disaster Declaration,2,2010
Oklahoma,Major Disaster Declaration,6,2011
Oklahoma,Major Disaster Declaration,4,2011
Oklahoma,Emergency Declaration,2,2011
Oklahoma,Fire Management Assistance Declaration,9,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,8,2011
Oklahoma,Fire Management Assistance Declaration,7,2011
Oklahoma,Fire Management Assistance Declaration,7,2011
Oklahoma,Fire Management Assistance Declaration,7,2011
Oklahoma,Fire Management Assistance Declaration,6,2011
Oklahoma,Fire Management Assistance Declaration,4,2011
Oklahoma,Fire Management Assistance Declaration,4,2011
Oklahoma,Fire Management Assistance Declaration,4,2011
Oklahoma,Fire Management Assistance Declaration,4,2011
Oklahoma,Fire Management Assistance Declaration,3,2011
Oklahoma,Fire Management Assistance Declaration,3,2011
Oklahoma,Fire Management Assistance Declaration,3,2011
Oklahoma,Fire Management Assistance Declaration,3,2011
Oklahoma,Fire Management Assistance Declaration,3,2011
Oklahoma,Major Disaster Declaration,5,2011
Oklahoma,Major Disaster Declaration,5,2011
Oklahoma,Major Disaster Declaration,6,2012
Oklahoma,Fire Management Assistance Declaration,8,2012
Oklahoma,Fire Management Assistance Declaration,8,2012
Oklahoma,Fire Management Assistance Declaration,8,2012
Oklahoma,Fire Management Assistance Declaration,8,2012
Oklahoma,Fire Management Assistance Declaration,8,2012
Oklahoma,Fire Management Assistance Declaration,8,2012
Oklahoma,Fire Management Assistance Declaration,7,2012
Oklahoma,Major Disaster Declaration,8,2012
Oregon,Major Disaster Declaration,12,1955
Oregon,Major Disaster Declaration,7,1956
Oregon,Major Disaster Declaration,3,1957
Oregon,Major Disaster Declaration,10,1962
Oregon,Major Disaster Declaration,2,1963
Oregon,Major Disaster Declaration,12,1964
Oregon,Major Disaster Declaration,2,1971
Oregon,Major Disaster Declaration,1,1972
Oregon,Fire Management Assistance Declaration,9,1973
Oregon,Fire Management Assistance Declaration,9,1973
Oregon,Fire Management Assistance Declaration,8,1973
Oregon,Fire Management Assistance Declaration,8,1973
Oregon,Fire Management Assistance Declaration,8,1973
Oregon,Major Disaster Declaration,1,1974
Oregon,Emergency Declaration,4,1977
Oregon,Fire Management Assistance Declaration,8,1978
Oregon,Fire Management Assistance Declaration,8,1979
Oregon,Fire Management Assistance Declaration,7,1979
Oregon,Fire Management Assistance Declaration,7,1979
Oregon,Fire Management Assistance Declaration,9,1981
Oregon,Fire Management Assistance Declaration,7,1981
Oregon,Fire Management Assistance Declaration,8,1984
Oregon,Fire Management Assistance Declaration,10,1987
Oregon,Fire Management Assistance Declaration,9,1987
Oregon,Fire Management Assistance Declaration,9,1987
Oregon,Fire Management Assistance Declaration,9,1987
Oregon,Fire Management Assistance Declaration,7,1987
Oregon,Fire Management Assistance Declaration,8,1988
Oregon,Major Disaster Declaration,1,1990
Oregon,Fire Management Assistance Declaration,8,1990
Oregon,Fire Management Assistance Declaration,8,1992
Oregon,Fire Management Assistance Declaration,8,1992
Oregon,Fire Management Assistance Declaration,6,1992
Oregon,Fire Management Assistance Declaration,6,1992
Oregon,Major Disaster Declaration,10,1993
Oregon,Major Disaster Declaration,4,1993
Oregon,Fire Management Assistance Declaration,8,1994
Oregon,Major Disaster Declaration,8,1994
Oregon,Major Disaster Declaration,8,1995
Oregon,Fire Management Assistance Declaration,8,1996
Oregon,Fire Management Assistance Declaration,8,1996
Oregon,Major Disaster Declaration,3,1996
Oregon,Major Disaster Declaration,2,1996
Oregon,Major Disaster Declaration,1,1997
Oregon,Major Disaster Declaration,6,1998
Oregon,Fire Management Assistance Declaration,8,2001
Oregon,Fire Management Assistance Declaration,8,2001
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Fire Management Assistance Declaration,7,2002
Oregon,Major Disaster Declaration,3,2002
Oregon,Fire Management Assistance Declaration,9,2003
Oregon,Fire Management Assistance Declaration,9,2003
Oregon,Fire Management Assistance Declaration,8,2003
Oregon,Fire Management Assistance Declaration,8,2004
Oregon,Fire Management Assistance Declaration,8,2004
Oregon,Major Disaster Declaration,2,2004
Oregon,Emergency Declaration,9,2005
Oregon,Fire Management Assistance Declaration,8,2005
Oregon,Major Disaster Declaration,12,2006
Oregon,Major Disaster Declaration,3,2006
Oregon,Fire Management Assistance Declaration,7,2006
Oregon,Fire Management Assistance Declaration,7,2006
Oregon,Major Disaster Declaration,12,2007
Oregon,Fire Management Assistance Declaration,9,2007
Oregon,Fire Management Assistance Declaration,7,2007
Oregon,Major Disaster Declaration,2,2007
Oregon,Fire Management Assistance Declaration,9,2008
Oregon,Major Disaster Declaration,3,2009
Oregon,Fire Management Assistance Declaration,9,2009
Oregon,Fire Management Assistance Declaration,8,2009
Oregon,Major Disaster Declaration,2,2011
Oregon,Major Disaster Declaration,3,2011
Oregon,Major Disaster Declaration,3,2012
Palau,Major Disaster Declaration,11,1990
Pennsylvania,Major Disaster Declaration,8,1955
Pennsylvania,Major Disaster Declaration,8,1956
Pennsylvania,Major Disaster Declaration,5,1956
Pennsylvania,Major Disaster Declaration,3,1956
Pennsylvania,Major Disaster Declaration,1,1959
Pennsylvania,Major Disaster Declaration,8,1965
Pennsylvania,Major Disaster Declaration,8,1969
Pennsylvania,Major Disaster Declaration,9,1971
Pennsylvania,Major Disaster Declaration,9,1972
Pennsylvania,Major Disaster Declaration,6,1972
Pennsylvania,Major Disaster Declaration,7,1973
Pennsylvania,Major Disaster Declaration,9,1975
Pennsylvania,Major Disaster Declaration,7,1976
Pennsylvania,Major Disaster Declaration,10,1976
Pennsylvania,Major Disaster Declaration,7,1977
Pennsylvania,Emergency Declaration,1,1977
Pennsylvania,Major Disaster Declaration,8,1980
Pennsylvania,Emergency Declaration,6,1980
Pennsylvania,Major Disaster Declaration,6,1981
Pennsylvania,Major Disaster Declaration,8,1984
Pennsylvania,Major Disaster Declaration,6,1985
Pennsylvania,Major Disaster Declaration,11,1985
Pennsylvania,Major Disaster Declaration,10,1985
Pennsylvania,Major Disaster Declaration,6,1986
Pennsylvania,Emergency Declaration,3,1993
Pennsylvania,Major Disaster Declaration,3,1994
Pennsylvania,Major Disaster Declaration,12,1996
Pennsylvania,Major Disaster Declaration,12,1996
Pennsylvania,Major Disaster Declaration,9,1996
Pennsylvania,Major Disaster Declaration,7,1996
Pennsylvania,Major Disaster Declaration,6,1996
Pennsylvania,Major Disaster Declaration,1,1996
Pennsylvania,Major Disaster Declaration,1,1996
Pennsylvania,Major Disaster Declaration,6,1998
Pennsylvania,Major Disaster Declaration,9,1999
Pennsylvania,Major Disaster Declaration,9,1999
Pennsylvania,Major Disaster Declaration,9,1999
Pennsylvania,Major Disaster Declaration,6,2001
Pennsylvania,Major Disaster Declaration,8,2003
Pennsylvania,Major Disaster Declaration,9,2003
Pennsylvania,Emergency Declaration,3,2003
Pennsylvania,Major Disaster Declaration,9,2004
Pennsylvania,Major Disaster Declaration,9,2004
Pennsylvania,Major Disaster Declaration,8,2004
Pennsylvania,Emergency Declaration,9,2005
Pennsylvania,Major Disaster Declaration,4,2005
Pennsylvania,Major Disaster Declaration,6,2006
Pennsylvania,Major Disaster Declaration,2,2007
Pennsylvania,Major Disaster Declaration,4,2010
Pennsylvania,Emergency Declaration,9,2011
Pennsylvania,Emergency Declaration,8,2011
Pennsylvania,Major Disaster Declaration,9,2011
Pennsylvania,Major Disaster Declaration,9,2011
Pennsylvania,Major Disaster Declaration,7,2011
Pennsylvania,Emergency Declaration,10,2012
Pennsylvania,Major Disaster Declaration,1,2013
Puerto Rico,Major Disaster Declaration,8,1956
Puerto Rico,Major Disaster Declaration,5,1964
Puerto Rico,Major Disaster Declaration,10,1970
